passive_sentence,active_sentence,passive_x_coord,passive_y_coord,active_x_coord,active_y_coord
" Looking southward along the axis of the range, the eye is first caught by a row of exceedingly sharp and slender spires, which rise openly to a height of about a thousand feet, above a series of short, residual glaciers that lean back against their bases; their fantastic sculpture and the unrelieved sharpness with which they spring out of the ice rendering them peculiarly wild and striking.","  Looking southward along the axis of the range , a row of exceedingly sharp and slender spires , which rise openly to a height of about a thousand feet , first catches the eye their fantastic sculpture and the unrelieved sharpness with which they spring out of the ice rendering them peculiarly wild and striking above a series of short , residual glaciers that lean back against their bases ; . ",-0.014689009813470665,0.048242016413103335,-0.0009160235639563107,0.05412140888121023
"But, generally, when looking for the first time from an all-embracing standpoint like this, the inexperienced observer is oppressed by the incomprehensible grandeur, variety, and abundance of the mountains rising shoulder to shoulder beyond the reach of vision; and it is only after they have been studied one by one, long and lovingly, that their far-reaching harmonies become manifest.","But , generally , when looking for the first time from an all - embracing standpoint like this , the incomprehensible grandeur , variety , and abundance of the mountains oppresses the inexperienced observer rising shoulder to shoulder beyond the reach of vision ; and it is only after them have been studied one by one , long and lovingly , that their far - reaching harmonies become manifest . ",-0.06096153760734131,0.022014530324857,-0.040612230296816404,0.033262570616603974
"A trail was made through it about the time of the Mono gold excitement, in the year 1858, by adventurous miners and prospectors—men who would build a trail down the throat of darkest Erebus on the way to gold.","adventurous miners and prospectors — men who would build a trail down the throat of darkest Erebus on the way to gold made through it about the time of the Mono gold excitement , in the year 1858 , A trail . ",-0.030329245109413667,-0.03758060831501024,-0.015139569557892064,-0.017552175159792894
"They are always accompanied by the men, who stride on, unburdened and erect, a little in advance, kindly stooping at difficult places to pile stepping-stones for their patient, pack-animal wives, just as they would prepare the way for their ponies.","the men , who stride on , unburdened and erect , a little in advance always accompany them , kindly stooping at difficult places to pile stepping - stones for their patient , pack - animal wives , just as they would prepare the way for their ponies . ",-0.11215592725252539,0.0037885849300507667,-0.09900238040169726,0.03821815496762863
Without exception every pass in the Sierra was created by them without the slightest aid or predetermining guidance from any of the cataclysmic agents.,Without exception they created every pass in the Sierra without the slightest aid or predetermining guidance from any of the cataclysmic agents . ,-0.0033310341913369637,-0.16794003727967077,-0.009471492208777209,-0.14331902156423157
" The main portion of the Mono Pass is formed by Bloody Cañon, which begins at the summit of the range, and runs in a general east-northeasterly direction to the edge of the Mono Plain.","  Bloody Cañon , which begins at the summit of the range forms The main portion of the Mono Pass , and runs in a general east - northeasterly direction to the edge of the Mono Plain . ",-0.004792312102304061,-0.024689533635272466,0.004399666791184755,-0.01959005532704258
 The effect of this expressive outspokenness on the part of the cañon-rocks is greatly enhanced by the quiet aspect of the alpine meadows through which we pass just before entering the narrow gateway.,  the quiet aspect of the alpine meadows through which we pass just before entering the narrow gateway greatly enhances The effect of this expressive outspokenness on the part of the cañon - rocks . ,0.043750995343527346,0.031397369369184705,0.03722432813738322,0.028708422373589507
"Here it is succeeded by the hardy Two-leaved Pine, which is speedily joined by the taller Yellow and Mountain Pines.","Here the hardy Two - leaved Pine , which is speedily joined by the taller Yellow and Mountain Pines succeeds it . ",0.008540853403389856,-0.026218770395581147,0.012308778265961958,-0.006207062999383166
" Bloody Cañon, like every other in the Sierra, was recently occupied by a glacier, which derived its fountain snows from the adjacent summits, and descended into Mono Lake, at a time when its waters stood at a much higher level than now.","a glacier , which derived its fountain snows from the adjacent summits recently occupied   Bloody Cañon , like every other in the Sierra , , and descended into Mono Lake , at a time when its waters stood at a much higher level than now . ",0.01765247076350806,-0.005903458678823816,0.002512057740686389,-0.001847464302548495
" A few small lakes unfortunately situated are extinguished suddenly by a single swoop of an avalanche, carrying down immense numbers of trees, together with the soil they were growing upon.","  a single swoop of an avalanche extinguishes suddenly A few small lakes unfortunately situated , carrying down immense numbers of trees , together with the soil they were growing upon . ",0.050852224411073496,0.003822918081329528,0.052802272841197644,-0.006721614821177979
"Others are obliterated by land-slips, earthquake taluses, etc., but these lake-deaths compared with those resulting from the deliberate and incessant deposition of sediments, may be termed accidental.","land - slips , earthquake taluses , etc . obliterate Others , but these lake - deaths compared with those resulting from the deliberate and incessant deposition of sediments , may be termed accidental . ",0.015794014241128154,0.04433202610743529,0.012866272525332154,0.08455348176470157
"Its crystal waters are clasped around on the north and south by majestic granite walls sculptured in true Yosemitic style into domes, gables, and battlemented headlands, which on the south come plunging down sheer into deep water, from a height of from 1500 to 2000 feet.","majestic granite walls sculptured in true Yosemitic style into domes , gables , and battlemented headlands , clasp around on the north and south Its crystal waters which on the south come plunging down sheer into deep water , from a height of from 1500 to 2000 feet . ",0.04935931627846376,-0.014732799841011446,0.03526865090336291,-0.0012466113529775013
But the deep mountain silence is sweetened now and then by birds that stop here to rest and drink on their way across the cañon.,But then birds that stop here to rest and drink on their way across the cañon sweeten now and the deep mountain silence . ,0.07380774339718058,0.015513236430608989,0.04203623249462375,0.02527841822108983
"Kalmia, lodum, and cassiope fringe the meadow rocks, while the luxuriant, waving groves, so characteristic of the lower lakes, are represented only by clumps of the Dwarf Pine and Hemlock Spruce.","only clumps of the Dwarf Pine and Hemlock Spruce represent Kalmia , lodum , and cassiope fringe the meadow rocks , while the luxuriant , waving groves , so characteristic of the lower lakes , . ",0.005425489865941485,-0.01835864116058673,0.0007561061455833165,-0.04517449093089797
"Where the soil happens to be composed of the finer qualities of glacial detritus and the water is not in excess, the nearest approach is made by the vegetation to that of the lake-meadow.","Where the soil happens to be composed of the finer qualities of glacial detritus and the water is not in excess , the vegetation makes the nearest approach to that of the lake - meadow . ",-0.03194809647345881,0.053576619471546856,-0.02778302703060262,0.036491284533853585
"Unfortunately it is greatly prized by the lumbermen, and in accessible places is always the first tree in the woods to feel their steel.","Unfortunately the lumbermen greatly prize it , and in accessible places is always the first tree in the woods to feel their steel . ",-0.002565561488511876,0.04874594622670527,-0.015157513379933055,0.06593091428383313
"Whether exposed to extremes of heat or cold, it is dwarfed like every other tree, and becomes all knots and angles, wholly unlike the majestic forms we have been sketching.","Whether exposed to extremes of heat or cold , every other tree dwarfs it , and becomes all knots and angles , wholly unlike the majestic forms we have been sketching . ",-0.08406097017890708,0.008780890655821003,-0.057555471170383884,0.041307795048632245
"The tall lilies are brought forward in all their glory by the light of your blazing camp-fire, relieved against the outer darkness, and the nearest of the trees with their whorled branches tower above you like larger lilies, and the sky seen through the garden opening seems one vast meadow of white lily stars.","the light of your blazing camp - fire , relieved against the outer darkness brings forward in all their glory The tall lilies , and the nearest of the trees with their whorled branches tower above you like larger lilies , and the sky seen through the garden opening seems one vast meadow of white lily stars . ",0.04266518244176118,0.010169570027607919,0.039600590107978825,0.002937411889111192
The fruitfulness of Sequoia may be illustrated by two specimen branches one and a half and two inches in diameter on which I counted 480 cones.,two specimen branches one and a half and two inches in diameter on which I counted 480 cones may illustrate The fruitfulness of Sequoia . ,0.02179234670308369,0.030999657961163857,0.02560751890758836,0.01087394561025957
"Millions are ripened annually by a single tree, and in a fruitful year the product of one of the northern groves would be enough to plant all the mountain-ranges of the world.","a single tree ripens annually Millions , and in a fruitful year the product of one of the northern groves would be enough to plant all the mountain - ranges of the world . ",-0.029936903518119534,-0.020271991510709977,-0.028643262896849535,-0.02336926497952394
"Much of this ditch-writing would no doubt be quickly effaced by the flood-action of overflowing streams and rain-washing; but no inconsiderable portion would remain enduringly engraved on ridge-tops beyond such destructive action; for, where all the conditions are favorable, it is almost imperishable.","the flood - action of overflowing streams and rain - washing no doubt quickly would efface Much of this ditch - writing ; but no inconsiderable portion would remain enduringly engraved on ridge - tops beyond such destructive action ; for , where all the conditions are favorable , it is almost imperishable . ",-0.01541074180667366,-0.027073599548800925,-0.018238137474500697,-0.03670962895219765
"Evaporation is also checked by the dense foliage to a greater extent than by any other Sierra tree, and the air is entangled in masses and broad sheets that are quickly saturated; while thirsty winds are not allowed to go sponging and licking along the ground.","the dense foliage also checks Evaporation to a greater extent than by any other Sierra tree , and the air is entangled in masses and broad sheets that are quickly saturated ; while thirsty winds are not allowed to go sponging and licking along the ground . ",-0.023741894589133006,0.04747551791079031,-0.010760086755162612,0.03490068011198709
" The endurance of the species is shown by its wandering occasionally out over the lava plains with the Yellow Pine, and climbing moraineless mountain-sides with the Dwarf Pine, clinging to any chance support in rifts and crevices of storm-beaten rocks—always, however, showing the effects of such hardships in every feature.","  its wandering shows The endurance of the species occasionally out over the lava plains with the Yellow Pine , and climbing moraineless mountain - sides with the Dwarf Pine , clinging to any chance support in rifts and crevices of storm - beaten rocks — always , however , showing the effects of such hardships in every feature . ",-0.011568528872720757,0.029352048716095057,-0.018880519896194266,0.03378482632736136
It has evidently been derived from the coast range by way of the tangle of connecting mountains at the head of the Sacramento Valley.,way of the tangle of connecting mountains at the head of the Sacramento Valley evidently has derived from the coast range It . ,0.030376811956783017,0.0004039619496734245,0.026956500127418414,0.023525923823715114
" When thus employed, his location in the tree is betrayed by a dribble of scales, shells, and seed-wings, and, every few minutes, by the fall of the stripped axis of the cone.","  When thus employed , a dribble of scales , shells , and seed - wings betrays his location in the tree , and , every few minutes , by the fall of the stripped axis of the cone . ",-0.009002755755321225,0.0814226612374297,-0.0027804926983354718,0.09420027781471285
"He is seldom killed by hunters, for he is too small to encourage much of their attention, and when pursued in settled regions becomes excessively shy, and keeps close in the furrows of the highest trunks, many of which are of the same color as himself.","hunters seldom kill him , for he is too small to encourage much of their attention , and when pursued in settled regions becomes excessively shy , and keeps close in the furrows of the highest trunks , many of which are of the same color as himself . ",-0.034004534442409355,-0.05387234199778149,-0.04387497267505064,-0.046508982116642957
"Occasionally he is pursued by hawks and wildcats, etc.","Occasionally hawks and wildcats , etc pursue him . ",-0.01985406168072381,-0.02336782788475243,0.02846094038293609,0.018054297630067044
"The other alpine conifers—the Needle Pine, Mountain Pine, Two-leaved Pine, and Hemlock Spruce—are never thinned out by this agent to any destructive extent, on account of their admirable toughness and the closeness of their growth.","this agent never thins out The other alpine conifers — the Needle Pine , Mountain Pine , Two - leaved Pine , and Hemlock Spruce — to any destructive extent , on account of their admirable toughness and the closeness of their growth . ",0.0022459937607063364,-0.05744341414050762,0.011941985066629726,-0.022406393582246692
"When, therefore, we attempt to study them from the valleys, or from gaps and openings of the forest, we are confounded by a multitude of separate and apparently antagonistic impressions.","When , therefore , we attempt to study them from the valleys , or from gaps and openings of the forest , a multitude of separate and apparently antagonistic impressions confounds us . ",-0.04931113982017496,0.05725888410453948,-0.05040667712469606,0.04761162973595767
"THE WATER-OUZEL   The waterfalls of the Sierra are frequented by only one bird,—the Ouzel or Water Thrush (_Cinclus Mexicanus_, SW.).","only one bird,—the Ouzel or Water Thrush ( _ Cinclus Mexicanus _ , SW frequents THE WATER - OUZEL    The waterfalls of the Sierra . ) . ",-0.03927310097843337,-0.05964500792700969,-0.030425694774908054,-0.04904093053198234
" No harsh lines are presented by any portion of the nest as seen in place, but when removed from its shelf, the back and bottom, and sometimes a portion of the top, is found quite sharply angular, because it is made to conform to the surface of the rock upon which and against which it is built, the little architect always taking advantage of slight crevices and protuberances that may chance to offer, to render his structure stable by means of a kind of gripping and dovetailing.","  any portion of the nest presents No harsh lines as seen in place , but when removed from its shelf , the back and bottom , and sometimes a portion of the top , is found quite sharply angular , because it is made to conform to the surface of the rock upon which and against which it is built , the little architect always taking advantage of slight crevices and protuberances that may chance to offer , to render his structure stable by means of a kind of gripping and dovetailing . ",0.02856792170852779,0.057916151826732244,0.026055836460874452,0.06271554468293065
" Nearly all the lofty mountain-chains of the globe are inhabited by wild sheep, most of which, on account of the remote and all but inaccessible regions where they dwell, are imperfectly known as yet.","  wild sheep , most of which , on account of the remote and all but inaccessible regions where they dwell , are imperfectly known as yet inhabit Nearly all the lofty mountain - chains of the globe . ",-0.014752274937653478,-0.043708766404163435,-0.008814312626515688,-0.03069333904159194
"They are classified by different naturalists under from five to ten distinct species or varieties, the best known being the burrhel of the Himalaya (_Ovis burrhel_, Blyth); the argali, the large wild sheep of central and northeastern Asia (_O. ammon_, Linn., or _Caprovis argali_); the Corsican mouflon (_O. musimon_, Pal.); the aoudad of the mountains of northern Africa (_Ammotragus tragelaphus_); and the Rocky Mountain bighorn (_O. montana_, Cuv.).","different naturalists classify them the argali , the large wild sheep of central and northeastern Asia ( _ O. ammon _ , Linn . , or _ Caprovis argali _ ) ; the Corsican mouflon ( _ O. musimon _ , Pal . ) ; the aoudad of the mountains of northern Africa ( _ Ammotragus tragelaphus _ ) ; and the Rocky Mountain bighorn ( _ O. montana _ , Cuv . ) under from five to ten distinct species or varieties , the best known being the burrhel of the Himalaya ( _ Ovis burrhel _ , Blyth ) ; . ",0.017782760276405997,-0.061431004862322315,-0.011771563867346303,-0.03626827529577761
"And, without discrediting the sagacity of the game, these dummies were found effective; for, with a few live Indians moving about excitedly among them, they could hardly be distinguished at a little distance from men, by any one not in the secret.","And , without discrediting the sagacity of the game , these dummies were found effective ; for , with a few live Indians moving about excitedly among they , any one not in the secret hardly could distinguish at a little distance from men , them . ",-0.04769150286162784,-0.05836841884686553,-0.04394126358815403,-0.06163444666949987
"The antelope, though not a mountaineer, is occasionally met in winter by the sheep while feeding along the edges of the sage-plains and bare volcanic hills to the east of the Sierra.","the sheep , occasionally meet in winter The antelope , though not a mountaineer while feeding along the edges of the sage - plains and bare volcanic hills to the east of the Sierra . ",-0.047710546269872166,-0.020132191741071972,-0.06729924778289595,-0.035394943518329475
"Should the dip of this ancient channel be such as to make the Stanislaus Cañon available as a dump, then the grand deposit might be worked by the hydraulic method, and although a long, expensive tunnel would be required, the scheme might still prove profitable, for there is “millions in it.”","Should the dip of this ancient channel be such as to make the Stanislaus Cañon available as a dump , then the hydraulic method might work the grand deposit , and although a long , expensive tunnel would be required , the scheme might still prove profitable , for there is “ millions in it . ” ",0.08936456327626294,0.022760958448560225,0.08419906044753721,0.02966298368890424
"These secluded flats are settled mostly by Italians and Germans, who plant a few vegetables and grape-vines at odd times, while their main business is mining and prospecting.","Italians and Germans , who plant a few vegetables and grape - vines at odd times settle mostly These secluded flats , while their main business is mining and prospecting . ",0.06435238790865597,0.06908995231309853,0.05499073418674415,0.07010416963030901
"Arriving at the one house of this one-house city, we were boisterously welcomed by three drunken men who had come to town to hold a spree.","Arriving at the one house of this one - house city , three drunken men who had come to town to hold a spree boisterously welcomed us . ",0.02217510997089068,-0.0918236864442391,0.029401872545967,-0.09735664540353302
"Beneath the cool, deep shade of these majestic trees the ground is occupied by ferns, chiefly woodwardia and aspidiums, with only a few flowering plants—oxalis, trientalis, erythronium, fritillaria, smilax, and other shade-lovers.","Beneath the cool , deep shade of these majestic trees ferns , chiefly woodwardia and aspidiums occupy the ground , with only a few flowering plants — oxalis , trientalis , erythronium , fritillaria , smilax , and other shade - lovers . ",-0.01840580819519644,-0.06672504211595015,-0.028582846041739197,-0.06657888198252043
"The base of this arctic region is girdled by a belt of crumbling lava measuring about 1000 feet in vertical breadth, and is mostly free from snow in summer.","a belt of crumbling lava measuring about 1000 feet in vertical breadth girdles The base of this arctic region , and is mostly free from snow in summer . ",0.017369838455892406,-0.023701603341677428,0.027245848893937018,-0.018201023822670467
 For 100 feet or so above the fall the ascent was made possible only by tough cushions of club-moss that clung to the rock.,  For 100 feet or so above the fall only tough cushions of club - moss that clung to the rock made possible the ascent . ,0.007823580019176088,0.0347815410470531,0.01612603673176407,0.016855661504300082
"The ruggedness of this task has often been increased by the use of disconnected sentences, or lessons as dry and uninteresting as finger exercises on the piano.","the use of disconnected sentences , or lessons as dry and uninteresting as finger exercises on the piano often has increased The ruggedness of this task . ",0.009943557456592589,0.1764873415569984,0.004902699192840858,0.13643607315710754
 The larger words have been divided by hyphens when a separation into syllables is likely to help the learner.,  hyphens have divided The larger words when a separation into syllables is likely to help the learner . ,0.03343837751626421,0.06379058139451232,0.024796067919281135,0.05180689493453275
It had been driven there by storms.,storms had driven there It . ,0.010149657401175143,0.005038302607453169,0.00769281705444607,0.020308883068525983
He was badly scratched by the rocks.,the rocks badly scratched him . ,0.0158512767161181,0.05902922621849123,-0.0015643662584449158,0.04004252758236809
One was eaten by wolves.,wolves ate One . ,-0.054293902237847094,-0.20176002458253922,-0.048444114613504015,-0.11880422196046964
Some of them were killed by Indians.,Indians killed Some of they . ,0.030165729458462482,-0.08901151631347076,0.009551048357703776,-0.08236226482263834
 The whole sky was now lighted up by the fire.,  the fire now lit up The whole sky . ,0.029447243857609995,-0.0894706027834524,0.031004015106970716,-0.06810899014915475
The wheel was turned by the boys with a crank.,the boys turned The wheel with a crank . ,-0.020035996329686844,0.03772305520795673,-0.00622422849905797,0.04215117852584895
She was built by Robert Fulton.,Robert Fulton built her . ,0.04290225281842269,0.0018234400959073402,0.010183639985836901,-0.01958339090599647
It was written by Francis Scott Key.,Francis Scott Key wrote It . ,0.02358230316956,-0.03780773006642319,0.023376418733181963,-0.048809675931723084
Their clothes were badly torn by the bushes.,the bushes badly tore Their clothes . ,-0.04516536904976688,-0.029652667124757837,-0.03037458703843534,-0.02334612014302597
The floor of one room was all battered by the butts of the soldiers’ muskets.,the butts of the soldiers ’ muskets all battered The floor of one room . ,0.03001058957292165,0.010865715015833976,0.018903672675492693,0.007248628413272849
His ship was driven far into the ice by a fu-ri-ous storm.,a fu - ri - ous storm drove far into the ice His ship . ,-0.010638106592005302,-0.041739444904746924,0.016839179177687708,0.04194605600836625
She was crowded by ice-bergs.,ice - bergs crowded her . ,-0.013120329745063122,-0.007935260046809705,-0.03619794898727439,0.013140218945530923
The sleds were drawn by large dogs.,large dogs drew The sleds . ,-0.08563328713419845,-0.05672271808102848,-0.10970637520555088,-0.046221415616878606
"In fact, Grant was greeted by it a score of times that day.","In fact , it greeted Grant a score of times that day . ",0.00704430365917498,-0.08052804287012585,0.018893811346663094,-0.11046707838850335
"Robinson had been disconcerted by it earlier in the day, but Grant seemed to treat the interruption as a sensible one.","it had disconcerted Robinson earlier in the day , but Grant seemed to treat the interruption as a sensible one . ",-0.024192378228587153,0.030583436215641226,-0.021422907235881458,0.02874235533982742
"“Usually, the dome of an observatory swings on a specially contrived axis, but that is a very expensive structure, so my telescope is governed by a clockwork attachment and moves on its own axis.”","“ Usually , the dome of an observatory swings on a specially contrived axis , but that is a very expensive structure , so a clockwork attachment and moves on its own axis governs my telescope . ” ",0.01992411725453698,0.1371159139902139,0.028183772332557845,0.14229918930748622
The murderer had been actuated by a motive.,a motive had actuated The murderer . ,-0.008712349464826226,0.10098718071117788,-0.004705318914445242,0.09888950049836037
"Once the murderer was laid by the heels his own troubles would vanish, and the storm raised by the unhappy fate of Adelaide Melhuish would subside into a sad memory.","Once the heels his own troubles would vanish laid the murderer , and the storm raised by the unhappy fate of Adelaide Melhuish would subside into a sad memory . ",0.01422441707229289,-0.010602579579279441,0.01532228449726765,-0.004130837929931288
"I, also, have been interviewed by the police, and any unfavorable views they may have formed concerning me as the outcome of your_ ex parte_ statements are more than counteracted by the ugly facts of a ghastly murder.","the police , also , has interviewed me , and any unfavorable views they may have formed concerning me as the outcome of your _ ex parte _ statements are more than counteracted by the ugly facts of a ghastly murder . ",0.01291200127300872,-0.005133568820422395,0.015696132910397606,0.040521212355695904
"This morning she was found dead, by you.","This morning you found dead , her . ",-0.033883919801008654,-0.02406685230700554,-0.04451928813815571,-0.0025115302274895026
"He was, in fact, stunned by these repeated shocks.","these repeated shocks , in fact , stunned him . ",0.024446774054499743,-0.007524705827441594,0.02879144804941129,-0.009315362952920861
" And now, by cruel chance, their names were linked by scandal in its most menacing form, since there was no gainsaying the fact that Doris’s star-gazing on that fatal Monday night was indissolubly bound up with the death of Adelaide Melhuish.","  And now , by cruel chance , scandal linked their names in its most menacing form , since there was no gainsaying the fact that Doris ’s star - gazing on that fatal Monday night was indissolubly bound up with the death of Adelaide Melhuish . ",-0.017333005609564456,-0.00595889504147015,-0.010131737017494612,0.0013950781220968232
"And it isn’t done with yet, by a long way.","And a long way n’t does with yet , it . ",0.03685212185843578,-0.09396412617605587,-0.07569991575935525,-0.013964402443618707
He was governed by the astute belief that his very outspokenness in this respect would weaken the inferences which the police might otherwise draw from it.,the astute belief that his very outspokenness in this respect would weaken the inferences which the police might otherwise draw from it governed him . ,-0.0377156717424902,0.10817663308490263,-0.04113436174121221,0.11542020246964796
 “Where it was viewed recently by the jury?”,  “ Where the jury viewed recently it ? ” ,0.04962154757860586,0.17769152793989837,0.044503999895998604,0.17164766636197812
"“The police will be represented, probably by the Treasury, if the case is thought sufficiently important.","“ probably the Treasury will represent , The police , if the case is thought sufficiently important . ",0.10587135504120204,0.06596428986715508,0.12003673023374725,0.0797221129363632
"The newcomer’s face was covered by a broad-brimmed, decidedly weather-beaten slouch hat, which, legend had it, was purchased originally in South America in the early nineties, and had won fame as the only one of its kind ever worn in the Strand.","a broad - brimmed , decidedly weather - beaten slouch hat , which , legend had it covered The newcomer ’s face , was purchased originally in South America in the early nineties , and had won fame as the only one of its kind ever worn in the Strand . ",-0.028642070551494765,-0.01281025980200916,-0.014435229709143144,-0.007030052335091273
"He was received by Furneaux and Grant more in sorrow than in anger, a pose on their part which he blandly disregarded.","Furneaux and Grant received him more in sorrow than in anger , a pose on their part which he blandly disregarded . ",-0.0502121755331268,-0.07389924963875122,-0.0489742044841983,-0.0572393284927729
“It was worn by Mr. Elkin last November.,“ Mr. Elkin wore It last November . ,-0.022459327744418497,0.03318493028832108,-0.044512093589376675,0.011066794081247411
"He was suspected by the authorities to be an agent of the smugglers, and the story goes that his own daughter quarreled with him and betrayed him.","the authorities suspected him to be an agent of the smugglers , and the story goes that his own daughter quarreled with he and betrayed him . ",0.01957949634872755,-0.046887336325609874,0.001286734672625781,-0.036288579076297886
He was found dead by her side.,her side found dead him . ,-0.02000772191876573,-0.07047553129172882,-0.008569476301349934,-0.033884418760902174
" “Well, the whiskers were held on by wires that slip over the ears.","  “ Well , wires that slip over the ears held on the whiskers . ",-0.014025034180475002,-0.016984105247968513,0.005459076899641802,0.01238606470343361
But his crude idea might be developed more subtly by an abler man.”,But an abler man might develop more subtly his crude idea . ” ,-0.08009099540701618,0.11304794319393863,-0.07829669917838077,0.13858873774887565
"Believe me, Doris, I am actuated by no motive in this matter other than a desire to further your welfare.","Believe me , Doris , no motive in this matter other than a desire to further your welfare actuates me . ",-0.057913584441256716,-0.016202258528017606,-0.09388704445646666,0.021102174933147175
"Of course, Robinson’s by-play with the sack and rope was merely thrown in by the prodigal hand of Fate.”","Of course , the prodigal hand of Fate merely threw in Robinson ’s by - play with the sack and rope . ” ",-0.0684385686565687,-0.04505279579294678,-0.05199838801176076,-0.046716925666043026
The key of the situation is held by Belcher.,Belcher holds The key of the situation . ,0.011604012081229794,0.04944384910098744,0.010686311717745454,0.024687438440350602
" Elkin’s remarkable improvement in health was commented on by Hobbs, and Siddle took the credit.","Hobbs commented on   Elkin ’s remarkable improvement in health , and Siddle took the credit . ",0.04868401014130688,0.0654226252810416,0.04446193735603923,0.05661079347538391
All the intelligent work was done by Cavor.,Cavor did All the intelligent work . ,-0.038421426159251613,-0.08680923139827455,-0.041797352553553435,-0.10713708511441603
" Oddly enough, it was made at last by accident, when Mr. Cavor least expected it.","  Oddly enough , accident , made at last it when Mr. Cavor least expected it . ",0.02738921451851513,-0.038871979741422924,0.009930883557130874,0.01179350933575438
"These can easily be worked by springs, and released and checked by electricity conveyed by platinum wires fused through the glass.","springs easily can work These , and released and checked by electricity conveyed by platinum wires fused through the glass . ",0.07754644592689186,0.0880868974677704,0.09401805680023834,0.1124698991085191
"But now its line was marked by strange reddish shapes, tongues of vermilion flame that writhed and danced.","But now strange reddish shapes , tongues of vermilion flame that writhed and danced marked its line . ",-0.022672260786753544,-0.013271852725543376,-0.03605183703807677,-0.012158954104480433
